"Project","GGW Feature ID","Feature type","Feature name","NZGD1949 Longitude","NZGD1949 Latitude","Feature length","Feature length unit","Event ID","Event start date (NZST)","Sample ID","Sample date (NZST)","Sample Type","Pumping duration","Pumping rate","Sample Comments","Sample analysis received date (NZST)","Sample analysis completed date (NZST)","Parameter","Analysis ID","Analysis by","Analysis lab","Analysis Lab ID","Result ID","Field ID","Is field analysis?","Analysis comments","Parameter type","Result","Parameter units","Result type","Result comments","Analysis parameter","Equipment","Method","Parameter reference","Parameter error (absolute)","Parameter error (%)","Parameter minimum detection","Parameter maximum detection","Parameter correction","Metadata","Collection method","Clarity","Colour","Odour","Sampling protocol"
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"221. Temperature Deg. C- analysis temperature , Unknown Equipment, Unknown method, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5536,"WILLIAMS",false,,"Temperature Deg. C- analysis temperature ","20","Deg. C","Instant",,"Temperature Deg. C- analysis temperature ","Unknown Equipment","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"97. Sodium mg/L - All Forms as Na - filterable, AE - high temp flame, Sodium in water by FLAA, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5036,"WILLIAMS",false,,"Sodium mg/L - All Forms as Na - filterable","25","mg/L","Instant",,"Sodium mg/L - All Forms as Na - filterable","AE - high temp flame","Sodium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"197. Manganese mg/L All forms as Mn - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5462,"WILLIAMS",false,,"Manganese mg/L All forms as Mn - filterable","0.014","mg/L","Instant",,"Manganese mg/L All forms as Mn - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.005,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29439,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6344,"WILLIAMS",true,,"Weather","Fine, 50% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"105. Acidity pH units, YSI 60 multimeter, Unknown method, Measured",29439,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6680,"WILLIAMS",true,,"Acidity pH units","7.85","pH","Instant",,"Acidity pH units","YSI 60 multimeter","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"274. Phosphorus mg/L as P- Reactive - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5918,"WILLIAMS",false,,"Phosphorus mg/L as P- Reactive - filterable","<0.05","mg/L","Instant",,"Phosphorus mg/L as P- Reactive - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"270. Bromine mg/L (bromide) as Br - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5752,"WILLIAMS",false,,"Bromine mg/L (bromide) as Br - filterable","<0.10","mg/L","Instant",,"Bromine mg/L (bromide) as Br - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"92. Bicarbonate mg/L as HCO3 - total, Glass buret, Alkalinity in water by titration, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5129,"WILLIAMS",false,,"Bicarbonate mg/L as HCO3 - total","182","mg/L","Instant",,"Bicarbonate mg/L as HCO3 - total","Glass buret","Alkalinity in water by titration","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"94. Magnesium mg/L - All Forms as Mg - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5185,"WILLIAMS",false,,"Magnesium mg/L - All Forms as Mg - filterable","7.0","mg/L","Instant",,"Magnesium mg/L - All Forms as Mg - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"275. Ammonium mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",6090,"WILLIAMS",false,,"Ammonium mg/L as N - filterable","0.01","mg/L","Instant",,"Ammonium mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.01,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"271. Fluorine mg/L (fluoride) as F - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5742,"WILLIAMS",false,,"Fluorine mg/L (fluoride) as F - filterable","0.19","mg/L","Instant",,"Fluorine mg/L (fluoride) as F - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"101. Silicon mg/L All forms as SiO2 - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5457,"WILLIAMS",false,,"Silicon mg/L All forms as SiO2 - filterable","25","mg/L","Instant",,"Silicon mg/L All forms as SiO2 - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"201. Calcium mg/L - All Forms as Ca - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5072,"WILLIAMS",false,,"Calcium mg/L - All Forms as Ca - filterable","30","mg/L","Instant",,"Calcium mg/L - All Forms as Ca - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"90. Acidity pH units, Ph meter, pH in water, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5041,"WILLIAMS",false,,"Acidity pH units","7.97","pH","Instant",,"Acidity pH units","Ph meter","pH in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"272. Sulphate mg/L as SO4 - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5717,"WILLIAMS",false,,"Sulphate mg/L as SO4 - filterable","1.7","mg/L","Instant",,"Sulphate mg/L as SO4 - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"269. Chloride mg/L as Cl - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5695,"WILLIAMS",false,,"Chloride mg/L as Cl - filterable","5.9","mg/L","Instant",,"Chloride mg/L as Cl - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"100. Iron mg/L All forms as Fe - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5200,"WILLIAMS",false,,"Iron mg/L All forms as Fe - filterable","0.028","mg/L","Instant",,"Iron mg/L All forms as Fe - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.02,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"202. Total solids (electrical conductivity) uS/cm at 25 degrees, Generic Conductivity Meter, Conductivity in water, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",4935,"WILLIAMS",false,,"Total solids (electrical conductivity) uS/cm at 25 degrees","300","uS/cm","Instant",,"Total solids (electrical conductivity) uS/cm at 25 degrees","Generic Conductivity Meter","Conductivity in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"96. Potassium mg/L - All Forms as K -filterable, AE - high temp flame, Potassium in water by FLAA, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5532,"WILLIAMS",false,,"Potassium mg/L - All Forms as K -filterable","0.72","mg/L","Instant",,"Potassium mg/L - All Forms as K -filterable","AE - high temp flame","Potassium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",9,"Unspecified Bore","WWD37",173.14156936805517,-41.343618336621816,24.0,"Metres",11878,2003-03-26 15:10:00.0,18485,2003-03-26 15:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"69. Oxygen mg/L - All Forms as O2 - dissolved, YSI 55 multimeter, Unknown method, Measured",29442,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6257,"MILSONS",true,,"Oxygen mg/L - All Forms as O2 - dissolved","9.0","mg/L","Instant","Original reading = 93.5%","Oxygen mg/L - All Forms as O2 - dissolved","YSI 55 multimeter","Unknown method","Measured",0.3,3.0,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",9,"Unspecified Bore","WWD37",173.14156936805517,-41.343618336621816,24.0,"Metres",11878,2003-03-26 15:10:00.0,18485,2003-03-26 15:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"105. Acidity pH units, YSI 60 multimeter, Unknown method, Measured",29442,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6682,"MILSONS",true,,"Acidity pH units","8.03","pH","Instant",,"Acidity pH units","YSI 60 multimeter","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",9,"Unspecified Bore","WWD37",173.14156936805517,-41.343618336621816,24.0,"Metres",11878,2003-03-26 15:10:00.0,18485,2003-03-26 15:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,". , , , ",29245,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science"," ",,"MILSONS",false,,,,,,,,,,,,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",9,"Unspecified Bore","WWD37",173.14156936805517,-41.343618336621816,24.0,"Metres",11878,2003-03-26 15:10:00.0,18485,2003-03-26 15:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29442,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6347,"MILSONS",true,,"Weather","Fine, 80% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",9,"Unspecified Bore","WWD37",173.14156936805517,-41.343618336621816,24.0,"Metres",11878,2003-03-26 15:10:00.0,18485,2003-03-26 15:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"68. Temperature Deg. C, YSI 55 multimeter, Unknown method, Measured",29442,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6561,"MILSONS",true,,"Temperature Deg. C","15.2","Deg. C","Instant",,"Temperature Deg. C","YSI 55 multimeter","Unknown method","Measured",0.2,,,,,"March 2003 NGMP sample sheets",,,,,


"Disclaimer:

Disclaimer:
The GGW database is operated and maintained by the Institute of Geological and Nuclear Sciences Limited (GNS Science). 
It contains geochemical (chemistry and sampling), hydrological, geological and/or 
geophysical information for Sites (Features) in New Zealand. Included in the database are the datasets for 
the National Groundwater Monitoring Programme (NGMP) and Wairaikei Analytical, Recording, Thermo 
Dynamic System (WARTS) projects maintained and operated by GNS Science.
    
Data have been sourced from current and historic GNS Science groundwater and geothermal research and 
commercial programmes and from  a variety of other sources including data supplied to GNS Science under 
license by  Regional Authorities and other organisations. 
While every effort has been made to ensure the data are accurate neither GNS Science nor the licensors 
provide any guarantee that better or more accurate data are not available elsewhere.
    
The data may not be a suitable substitute for current and specific site analysis.
    
Copyright in the data belongs to GNS Science or as applicable, to the licensors of data. 
Copyright in other material on the site, including graphic and other visual images belongs to GNS Science. 
This website allows you to view and analyse certain data. 
The actual data you will be able to access will depend on your permitted level of access which is governed 
by the terms of GNS Science's agreement with licensors and by third parties intellectual property rights.
Data from the National Groundwater Monitoring Programme (NGMP) is publicly available under the 
Creative Commons Attribution 4.0 International (CC BY 4.0) license.   
All data supplied are, as stated above, subject to copyright and for your own internal use only 
and unless you have GNS Science's specific authorisation to do so, you agree not to publish the data by any means. 
You may not in any circumstances copy or sell the data to others.
Publication or presentation of GGW data will require acknowledgement of the source of the data and must include 
 a reference to the source. An example of a bibliographic reference for GGW is given below: 

Geothermal and GroundWater Database. 2021 –. Release 3.1.26.115. Lower Hutt (NZ): GNS Science. [updated 2021 Nov 11; accessed 2021 Nov 13]. https://doi.org/10.21420/9QTA-4884 

Note: the GGW release number is shown on this webpage footer
    
Any authorised use of the data will require acknowledgement of the source of the data 
and must include any rights notice on the data downloaded.
   
GNS Science expressly excludes (other than under the Consumer Guarantees Act in respect on 
any non 'business' purposes acquisition of data ) and to the full extent permitted by law all liability 
(arising in contract, tort, under legislation, conditions, warranties express or implied or otherwise) for any damage, 
losses or expenses of any kind suffered or incurred as a result of any person or organisations use or 
reliance on the data downloaded or accessed or for any decisions made based on the data or from any failure of the data to be accurate, 
complete, up-to-date, free from errors or omissions and defects, not misleading or fit for purpose.
"
